equipment_id,date,days_since_last_service,maintenance_count_30d,maintenance_count_60d,maintenance_count_90d,equipment_class,unit,nmc_within_7d
EQ-00756,2024-05-20,151,3,3,5,engineer,BSB,False
EQ-00757,2024-01-28,99,8,14,18,wheeled,2-1 BN,False
EQ-00758,2024-06-01,172,7,9,11,engineer,2-1 BN,False
EQ-00759,2024-08-24,144,5,10,12,engineer,2-1 BN,False
EQ-00760,2024-01-11,32,0,6,8,engineer,1-2 BN,True
EQ-00761,2024-07-03,91,3,7,10,aviation,BSB,True
EQ-00762,2024-08-10,158,3,4,9,wheeled,2-1 BN,False
EQ-00763,2024-01-16,102,2,4,9,comms,BSB,False
EQ-00764,2024-02-23,32,6,12,12,comms,1-3 BN,False
EQ-00765,2024-01-31,178,4,5,10,tracked,DIV CAV,False
EQ-00766,2024-09-28,40,7,11,15,aviation,HHC,False
EQ-00767,2024-05-04,128,4,8,11,comms,1-3 BN,False
EQ-00768,2024-06-05,91,5,11,14,engineer,1-1 BN,False
EQ-00769,2024-03-29,28,7,12,14,comms,BSB,False
EQ-00770,2024-12-03,28,8,9,10,tracked,HHC,False
EQ-00771,2024-05-23,154,3,6,11,wheeled,2-1 BN,False
EQ-00772,2024-07-17,70,0,6,11,wheeled,1-1 BN,False
EQ-00773,2024-05-22,94,1,1,2,comms,1-2 BN,False
EQ-00774,2024-09-15,5,5,5,6,wheeled,BSB,False
EQ-00775,2024-03-08,42,0,3,8,engineer,HHC,False
EQ-00776,2024-06-22,135,2,5,8,engineer,BSB,False
EQ-00777,2024-05-19,54,5,10,12,tracked,BSB,False
EQ-00778,2024-04-27,35,7,11,12,comms,BSB,False
EQ-00779,2024-10-23,89,1,1,1,tracked,1-1 BN,False
EQ-00780,2024-09-07,18,4,5,10,comms,HHC,False
EQ-00781,2024-09-24,146,6,12,14,comms,2-1 BN,False
EQ-00782,2024-02-04,122,3,3,3,aviation,1-1 BN,False
EQ-00783,2024-10-13,17,8,11,12,engineer,BSB,True
EQ-00784,2024-10-17,160,3,9,10,aviation,BSB,False
EQ-00785,2024-04-26,157,7,8,10,wheeled,HHC,False
EQ-00786,2024-06-08,41,7,12,14,engineer,BSB,False
EQ-00787,2024-12-22,106,8,13,13,wheeled,1-1 BN,True
EQ-00788,2024-08-29,144,7,7,8,tracked,1-1 BN,False
EQ-00789,2024-09-24,72,5,6,7,engineer,HHC,False
EQ-00790,2024-12-24,10,2,3,4,aviation,1-3 BN,True
EQ-00791,2024-11-13,119,5,5,8,engineer,BSB,False
EQ-00792,2024-11-13,51,0,6,10,wheeled,1-1 BN,False
EQ-00793,2024-08-10,73,1,4,6,wheeled,BSB,True
EQ-00794,2024-05-23,7,0,3,7,wheeled,2-1 BN,False
EQ-00795,2024-09-09,125,5,7,12,aviation,1-1 BN,False
EQ-00796,2024-10-27,25,4,6,6,aviation,BSB,False
EQ-00797,2024-08-12,101,6,10,12,tracked,1-2 BN,False
EQ-00798,2024-08-16,87,1,5,5,tracked,HHC,False
EQ-00799,2024-03-09,58,8,10,15,wheeled,1-1 BN,False
EQ-00800,2024-12-15,38,1,4,7,aviation,1-2 BN,False
EQ-00001,2024-05-31,147,4,4,7,engineer,HHC,False
EQ-00002,2024-07-12,9,7,11,16,comms,HHC,False
EQ-00003,2024-08-02,179,5,9,11,engineer,DIV CAV,False
EQ-00004,2024-02-08,166,6,9,14,wheeled,2-1 BN,False
EQ-00005,2024-05-28,160,3,8,12,wheeled,DIV CAV,False
EQ-00006,2024-06-11,14,1,2,4,tracked,BSB,False
EQ-00007,2024-02-26,92,8,9,11,comms,2-1 BN,False
EQ-00008,2024-10-06,1,4,4,7,wheeled,1-2 BN,False
EQ-00009,2024-07-18,131,7,9,12,aviation,1-2 BN,False
EQ-00010,2024-08-09,13,3,8,13,engineer,1-2 BN,False
EQ-00011,2024-06-24,94,6,9,10,comms,1-2 BN,False
EQ-00012,2024-05-07,,5,8,13,wheeled,DIV CAV,False
EQ-00013,2024-06-27,60,2,7,9,engineer,BSB,False
EQ-00014,2024-07-17,,8,14,19,comms,BSB,False
EQ-00015,2024-06-19,55,6,11,15,comms,1-2 BN,True
EQ-00016,2024-01-16,69,1,7,8,tracked,2-1 BN,False
EQ-00017,2024-06-22,132,5,8,13,tracked,1-3 BN,False
EQ-00018,2024-11-11,114,7,13,13,engineer,BSB,False
EQ-00019,2024-01-23,,7,9,12,comms,1-3 BN,False
EQ-00020,2024-05-02,9,0,6,8,tracked,1-1 BN,False
EQ-00021,2024-12-04,73,3,6,10,comms,HHC,False
EQ-00022,2024-11-22,180,7,10,11,comms,1-3 BN,False
EQ-00023,2024-09-01,2,5,7,9,comms,2-1 BN,False
EQ-00024,2024-08-07,75,8,13,16,wheeled,1-3 BN,False
EQ-00025,2024-03-28,60,1,3,3,comms,DIV CAV,False
EQ-00026,2024-09-14,108,3,8,10,engineer,1-2 BN,False
EQ-00027,2024-02-12,57,8,14,15,tracked,DIV CAV,False
EQ-00028,2024-01-13,32,3,9,10,wheeled,1-1 BN,False
EQ-00029,2024-05-28,67,5,8,11,aviation,2-1 BN,False
EQ-00030,2024-02-06,171,4,4,9,aviation,HHC,False
EQ-00031,2024-12-22,76,5,8,12,comms,1-2 BN,False
EQ-00032,2024-10-22,103,4,6,9,wheeled,2-1 BN,False
EQ-00033,2024-12-07,103,5,11,14,comms,2-1 BN,False
EQ-00034,2024-07-24,101,0,4,6,aviation,DIV CAV,False
EQ-00035,2024-12-09,36,6,8,10,aviation,1-2 BN,False
EQ-00036,2024-02-06,74,8,12,15,comms,DIV CAV,False
EQ-00037,2024-10-12,37,7,9,11,engineer,1-2 BN,False
EQ-00038,2024-03-26,176,8,10,15,wheeled,DIV CAV,True
EQ-00039,2024-03-28,120,3,8,12,engineer,HHC,False
EQ-00040,2024-05-21,123,2,4,7,wheeled,2-1 BN,False
EQ-00041,2024-04-13,,2,8,8,engineer,1-1 BN,False
EQ-00042,2024-04-09,49,3,4,4,wheeled,1-1 BN,False
EQ-00043,2024-02-27,6,6,8,10,engineer,1-3 BN,False
EQ-00044,2024-06-24,96,2,7,9,engineer,DIV CAV,False
EQ-00045,2024-07-20,71,3,6,10,wheeled,1-3 BN,False
EQ-00046,2024-06-26,134,3,5,5,comms,DIV CAV,False
EQ-00047,2024-10-06,117,1,6,7,tracked,2-1 BN,False
EQ-00048,2024-08-05,64,3,9,13,engineer,DIV CAV,False
EQ-00049,2024-06-30,65,1,4,9,engineer,1-2 BN,False
EQ-00050,2024-06-16,178,1,5,9,comms,1-1 BN,False
EQ-00051,2024-08-09,109,4,9,12,tracked,1-2 BN,False
EQ-00052,2024-10-30,176,8,10,11,tracked,BSB,False
EQ-00053,2024-07-04,152,7,8,11,wheeled,HHC,False
EQ-00054,2024-11-06,2,2,7,10,wheeled,DIV CAV,False
EQ-00055,2024-01-30,174,2,8,8,engineer,HHC,False
EQ-00056,2024-08-20,33,1,7,9,tracked,DIV CAV,False
EQ-00057,2024-01-22,98,2,8,10,aviation,HHC,False
EQ-00058,2024-05-18,39,0,0,3,comms,2-1 BN,False
EQ-00059,2024-04-21,174,5,5,9,tracked,1-2 BN,False
EQ-00060,2024-03-08,62,8,8,10,comms,1-1 BN,True
EQ-00061,2024-11-25,153,8,14,16,comms,1-3 BN,True
EQ-00062,2024-03-22,73,8,10,11,wheeled,1-3 BN,False
EQ-00063,2024-01-26,4,3,8,9,comms,DIV CAV,False
EQ-00064,2024-01-28,145,7,7,8,engineer,1-1 BN,False
EQ-00065,2024-06-03,159,0,3,6,tracked,DIV CAV,True
EQ-00066,2024-03-30,180,3,4,7,tracked,HHC,False
EQ-00067,2024-04-22,88,4,7,10,comms,1-2 BN,False
EQ-00068,2024-08-15,58,5,7,9,aviation,1-1 BN,False
EQ-00069,2024-05-27,47,6,9,12,comms,HHC,False
EQ-00070,2024-05-06,148,2,6,8,engineer,HHC,False
EQ-00071,2024-01-27,89,0,5,5,tracked,1-3 BN,False
EQ-00072,2024-04-23,112,2,5,9,tracked,DIV CAV,False
EQ-00073,2024-11-09,74,7,10,11,aviation,BSB,False
EQ-00074,2024-10-16,155,0,1,4,wheeled,HHC,False
EQ-00075,2024-11-03,114,5,9,10,wheeled,BSB,False
EQ-00076,2024-07-04,23,4,10,11,aviation,HHC,True
EQ-00077,2024-02-15,48,2,2,7,comms,HHC,False
EQ-00078,2024-12-10,12,0,5,7,aviation,1-2 BN,False
EQ-00079,2024-07-20,101,4,6,8,aviation,1-2 BN,False
EQ-00080,2024-10-15,65,2,3,8,comms,HHC,False
EQ-00081,2024-01-04,39,2,5,8,wheeled,1-2 BN,False
EQ-00082,2024-06-12,13,8,11,15,tracked,2-1 BN,False
EQ-00083,2024-02-24,56,3,7,9,wheeled,1-1 BN,False
EQ-00084,2024-01-23,,0,5,8,engineer,1-2 BN,False
EQ-00085,2024-06-24,109,7,10,12,engineer,1-3 BN,False
EQ-00086,2024-10-09,43,8,13,15,comms,HHC,False
EQ-00087,2024-01-15,108,3,4,5,tracked,BSB,False
EQ-00088,2024-07-12,172,6,12,16,aviation,BSB,False
EQ-00089,2024-02-03,106,3,5,5,aviation,2-1 BN,False
EQ-00090,2024-04-14,18,8,10,10,aviation,BSB,False
EQ-00091,2024-09-12,99,5,10,14,comms,DIV CAV,False
EQ-00092,2024-07-28,4,0,6,11,aviation,1-2 BN,False
EQ-00093,2024-12-27,81,2,3,7,tracked,HHC,False
EQ-00094,2024-05-19,36,1,1,5,engineer,1-2 BN,False
EQ-00095,2024-06-15,87,5,8,12,wheeled,BSB,False
EQ-00096,2024-04-11,59,7,10,13,comms,1-1 BN,True
EQ-00097,2024-05-25,79,3,3,4,tracked,2-1 BN,False
EQ-00098,2024-01-24,125,2,3,7,engineer,1-1 BN,False
EQ-00099,2024-01-09,93,2,4,9,engineer,1-2 BN,False
EQ-00100,2024-03-26,9,1,6,11,engineer,1-3 BN,False
EQ-00101,2024-10-17,143,4,4,7,comms,HHC,False
EQ-00102,2024-11-26,51,0,4,7,engineer,1-2 BN,False
EQ-00103,2024-12-03,104,7,12,16,aviation,2-1 BN,True
EQ-00104,2024-09-15,103,6,9,12,tracked,HHC,False
EQ-00105,2024-10-14,176,0,5,9,tracked,1-2 BN,False
EQ-00106,2024-09-22,175,5,10,10,comms,1-3 BN,False
EQ-00107,2024-10-23,163,6,7,11,tracked,1-2 BN,False
EQ-00108,2024-07-12,38,3,9,10,comms,HHC,False
EQ-00109,2024-03-22,78,6,10,15,comms,1-2 BN,False
EQ-00110,2024-08-30,70,7,8,9,wheeled,HHC,False
EQ-00111,2024-05-03,111,6,9,9,aviation,1-1 BN,True
EQ-00112,2024-06-01,99,1,5,5,engineer,BSB,False
EQ-00113,2024-09-19,141,6,12,17,comms,HHC,False
EQ-00114,2024-09-24,158,2,4,6,comms,1-3 BN,False
EQ-00115,2024-01-10,167,5,5,9,tracked,DIV CAV,False
EQ-00116,2024-12-28,23,3,8,10,aviation,BSB,False
EQ-00117,2024-10-14,168,3,9,9,engineer,DIV CAV,False
EQ-00118,2024-01-15,49,4,7,10,wheeled,BSB,False
EQ-00119,2024-03-10,127,3,8,12,tracked,1-1 BN,False
EQ-00120,2024-02-16,8,1,4,5,tracked,BSB,False
EQ-00121,2024-07-06,,2,3,7,tracked,1-2 BN,False
EQ-00122,2024-04-20,63,6,11,16,wheeled,1-1 BN,False
EQ-00123,2024-05-29,46,1,2,5,wheeled,1-2 BN,True
EQ-00124,2024-03-03,110,7,8,8,engineer,1-2 BN,False
EQ-00125,2024-11-14,63,1,6,9,aviation,1-3 BN,False
EQ-00126,2024-07-23,4,0,5,5,engineer,HHC,False
EQ-00127,2024-10-24,97,5,11,12,wheeled,1-2 BN,False
EQ-00128,2024-05-30,66,3,9,13,aviation,2-1 BN,False
EQ-00129,2024-02-28,81,4,9,12,aviation,DIV CAV,False
EQ-00130,2024-02-29,161,0,5,10,wheeled,1-1 BN,False
EQ-00131,2024-03-09,48,0,6,8,comms,DIV CAV,True
EQ-00132,2024-05-01,,8,13,14,engineer,HHC,False
EQ-00133,2024-10-17,53,2,2,5,wheeled,1-1 BN,False
EQ-00134,2024-01-13,55,2,4,9,aviation,1-2 BN,True
EQ-00135,2024-03-12,116,6,7,9,aviation,BSB,False
EQ-00136,2024-01-22,29,1,4,7,tracked,HHC,False
EQ-00137,2024-05-28,56,2,5,8,tracked,1-1 BN,False
EQ-00138,2024-02-12,29,1,7,10,comms,2-1 BN,False
EQ-00139,2024-10-01,154,0,1,3,comms,1-2 BN,True
EQ-00140,2024-09-16,44,6,9,10,comms,1-2 BN,False
EQ-00141,2024-03-28,77,1,4,9,wheeled,1-3 BN,False
EQ-00142,2024-04-16,173,0,2,3,wheeled,DIV CAV,True
EQ-00143,2024-05-23,88,0,3,5,wheeled,1-1 BN,False
EQ-00144,2024-09-27,42,8,10,13,aviation,2-1 BN,False
EQ-00145,2024-02-01,130,4,7,10,tracked,1-1 BN,False
EQ-00146,2024-01-04,59,0,5,8,engineer,HHC,False
EQ-00147,2024-05-30,131,3,5,7,wheeled,1-1 BN,False
EQ-00148,2024-02-13,114,2,5,10,comms,2-1 BN,False
EQ-00149,2024-05-04,145,0,0,5,tracked,1-2 BN,False
EQ-00150,2024-03-07,24,2,2,3,wheeled,2-1 BN,False
EQ-00151,2024-04-10,19,0,2,2,comms,1-1 BN,False
EQ-00152,2024-07-24,173,7,12,17,aviation,BSB,False
EQ-00153,2024-08-31,118,0,5,8,wheeled,1-3 BN,False
EQ-00154,2024-08-13,131,8,11,12,engineer,1-1 BN,False
EQ-00155,2024-03-24,115,0,2,7,aviation,HHC,False
EQ-00156,2024-02-11,169,8,8,12,tracked,1-1 BN,True
EQ-00157,2024-02-21,86,6,9,14,aviation,2-1 BN,False
EQ-00158,2024-08-01,87,2,4,8,wheeled,1-1 BN,False
EQ-00159,2024-02-19,,2,8,8,comms,1-3 BN,False
EQ-00160,2024-06-18,124,7,13,13,wheeled,1-2 BN,True
EQ-00161,2024-12-06,65,5,6,8,tracked,BSB,False
EQ-00162,2024-03-24,35,5,11,12,comms,1-1 BN,False
EQ-00163,2024-11-12,165,2,6,8,aviation,DIV CAV,False
EQ-00164,2024-08-30,129,7,8,11,tracked,DIV CAV,False
EQ-00165,2024-11-07,87,7,12,17,tracked,HHC,True
EQ-00166,2024-05-10,157,3,7,11,wheeled,2-1 BN,False
EQ-00167,2024-04-10,79,6,8,12,engineer,1-2 BN,False
EQ-00168,2024-12-12,143,3,5,10,comms,BSB,False
EQ-00169,2024-12-12,62,1,5,10,aviation,HHC,False
EQ-00170,2024-08-20,40,7,8,10,comms,BSB,False
EQ-00171,2024-04-25,1,6,11,12,tracked,1-1 BN,True
EQ-00172,2024-07-29,70,0,0,2,comms,1-2 BN,False
EQ-00173,2024-02-17,51,4,9,11,aviation,BSB,False
EQ-00174,2024-07-31,136,8,11,12,tracked,1-2 BN,False
EQ-00175,2024-07-05,,4,6,8,comms,HHC,False
EQ-00176,2024-03-01,75,2,2,2,aviation,1-3 BN,False
EQ-00177,2024-05-15,146,5,8,13,engineer,BSB,False
EQ-00178,2024-02-11,77,2,8,13,engineer,2-1 BN,False
EQ-00179,2024-05-01,94,1,2,6,engineer,2-1 BN,False
EQ-00180,2024-05-19,45,4,9,12,comms,DIV CAV,False
EQ-00181,2024-11-01,45,4,7,12,engineer,1-2 BN,False
EQ-00182,2024-11-29,127,5,11,16,engineer,1-1 BN,False
EQ-00183,2024-07-03,16,7,9,9,tracked,HHC,False
EQ-00184,2024-02-08,72,7,11,12,engineer,1-2 BN,False
EQ-00185,2024-01-25,143,2,4,6,aviation,1-1 BN,False
EQ-00186,2024-01-14,65,6,8,9,engineer,DIV CAV,False
EQ-00187,2024-11-23,79,3,8,8,comms,HHC,False
EQ-00188,2024-02-06,4,6,9,14,aviation,2-1 BN,False
EQ-00189,2024-02-28,153,6,7,12,wheeled,1-3 BN,False
EQ-00190,2024-11-06,38,1,5,8,wheeled,HHC,False
EQ-00191,2024-11-17,3,6,6,8,wheeled,1-3 BN,False
EQ-00192,2024-10-24,43,5,5,6,wheeled,1-2 BN,False
EQ-00193,2024-02-11,,4,10,10,comms,2-1 BN,False
EQ-00194,2024-03-25,159,8,11,15,engineer,HHC,False
EQ-00195,2024-03-09,16,8,11,11,wheeled,HHC,False
EQ-00196,2024-11-11,96,0,6,9,engineer,BSB,False
EQ-00197,2024-07-13,163,7,11,13,engineer,1-1 BN,False
EQ-00198,2024-11-27,72,4,5,7,wheeled,HHC,False
EQ-00199,2024-08-31,44,3,8,12,tracked,1-1 BN,False
EQ-00200,2024-06-30,133,5,10,14,engineer,DIV CAV,False
EQ-00201,2024-05-19,169,7,12,15,comms,BSB,False
EQ-00202,2024-09-07,152,3,3,5,engineer,2-1 BN,False
EQ-00203,2024-10-21,154,8,14,15,comms,2-1 BN,False
EQ-00204,2024-01-09,161,1,1,3,comms,DIV CAV,False
EQ-00205,2024-05-19,2,4,10,11,engineer,1-2 BN,False
EQ-00206,2024-06-23,35,8,10,14,comms,DIV CAV,False
EQ-00207,2024-11-19,4,6,7,9,comms,2-1 BN,False
EQ-00208,2024-07-20,84,1,7,8,wheeled,1-1 BN,False
EQ-00209,2024-09-13,43,2,5,7,aviation,1-3 BN,False
EQ-00210,2024-02-23,,2,8,10,engineer,1-3 BN,False
EQ-00211,2024-02-01,156,3,5,8,engineer,1-3 BN,False
EQ-00212,2024-03-21,121,7,13,18,aviation,1-3 BN,False
EQ-00213,2024-01-20,107,5,11,13,comms,1-2 BN,False
EQ-00214,2024-09-05,91,2,4,4,aviation,1-3 BN,False
EQ-00215,2024-10-09,152,0,0,5,aviation,1-3 BN,False
EQ-00216,2024-03-27,151,2,6,8,tracked,BSB,False
EQ-00217,2024-08-07,54,6,9,11,aviation,DIV CAV,False
EQ-00218,2024-10-15,16,3,8,12,engineer,1-1 BN,False
EQ-00219,2024-08-12,68,1,3,7,wheeled,1-2 BN,False
EQ-00220,2024-05-24,82,7,9,10,tracked,DIV CAV,False
EQ-00221,2024-06-23,52,7,10,15,wheeled,1-2 BN,False
EQ-00222,2024-11-10,80,2,7,10,aviation,1-1 BN,False
EQ-00223,2024-05-18,37,0,3,4,wheeled,2-1 BN,False
EQ-00224,2024-02-09,128,8,11,12,wheeled,DIV CAV,False
EQ-00225,2024-04-01,155,3,8,9,comms,1-1 BN,False
EQ-00226,2024-05-26,157,1,4,4,wheeled,BSB,False
EQ-00227,2024-07-15,52,3,3,7,wheeled,1-3 BN,False
EQ-00228,2024-05-24,78,3,6,11,wheeled,2-1 BN,False
EQ-00229,2024-01-28,162,3,3,4,tracked,DIV CAV,False
EQ-00230,2024-10-03,176,1,1,5,wheeled,2-1 BN,False
EQ-00231,2024-09-05,118,7,10,11,comms,1-3 BN,False
EQ-00232,2024-08-21,90,4,6,10,comms,1-2 BN,False
EQ-00233,2024-05-08,85,4,5,7,engineer,HHC,False
EQ-00234,2024-02-26,36,6,10,11,wheeled,1-3 BN,False
EQ-00235,2024-04-15,138,2,3,8,tracked,HHC,False
EQ-00236,2024-02-12,18,4,9,13,tracked,HHC,False
EQ-00237,2024-01-15,,6,8,8,comms,BSB,False
EQ-00238,2024-08-04,73,1,3,8,wheeled,HHC,False
EQ-00239,2024-06-01,123,6,7,7,aviation,2-1 BN,False
EQ-00240,2024-05-26,66,2,5,10,engineer,DIV CAV,False
EQ-00241,2024-08-20,150,4,4,7,tracked,BSB,False
EQ-00242,2024-09-01,171,0,1,2,tracked,BSB,False
EQ-00243,2024-07-03,117,7,13,13,engineer,DIV CAV,False
EQ-00244,2024-04-02,144,1,5,10,engineer,HHC,False
EQ-00245,2024-10-28,92,1,4,9,aviation,DIV CAV,False
EQ-00246,2024-10-25,180,4,6,9,wheeled,1-3 BN,False
EQ-00247,2024-06-01,83,2,3,7,comms,1-3 BN,True
EQ-00248,2024-02-07,40,8,11,14,aviation,1-3 BN,False
EQ-00249,2024-05-10,18,8,12,15,comms,DIV CAV,False
EQ-00250,2024-12-17,32,4,7,10,aviation,HHC,False
EQ-00251,2024-11-11,37,5,5,10,tracked,DIV CAV,False
EQ-00252,2024-12-23,177,4,9,9,wheeled,HHC,False
EQ-00253,2024-01-17,180,6,6,11,comms,2-1 BN,False
EQ-00254,2024-02-20,4,7,11,15,tracked,HHC,False
EQ-00255,2024-02-14,90,7,9,10,comms,1-3 BN,False
EQ-00256,2024-11-27,171,3,9,10,tracked,BSB,False
EQ-00257,2024-07-23,129,5,5,7,comms,2-1 BN,False
EQ-00258,2024-07-19,18,5,7,12,engineer,HHC,False
EQ-00259,2024-06-15,174,6,6,9,aviation,DIV CAV,False
EQ-00260,2024-06-03,108,3,6,8,wheeled,1-1 BN,False
EQ-00261,2024-06-23,81,1,6,9,engineer,1-1 BN,False
EQ-00262,2024-04-22,107,3,4,5,tracked,1-3 BN,False
EQ-00263,2024-02-08,102,6,6,10,engineer,1-2 BN,False
EQ-00264,2024-11-24,116,4,8,13,comms,DIV CAV,False
EQ-00265,2024-09-05,124,8,13,17,engineer,HHC,False
EQ-00266,2024-04-11,58,0,2,3,wheeled,1-1 BN,False
EQ-00267,2024-05-13,47,2,8,10,tracked,HHC,False
EQ-00268,2024-02-10,61,0,0,1,comms,2-1 BN,False
EQ-00269,2024-10-27,100,3,3,7,wheeled,BSB,False
EQ-00270,2024-09-14,175,0,6,10,comms,1-3 BN,False
EQ-00271,2024-04-25,,2,3,4,comms,1-2 BN,True
EQ-00272,2024-06-27,165,5,8,11,comms,DIV CAV,False
EQ-00273,2024-05-28,134,4,10,10,tracked,1-3 BN,True
EQ-00274,2024-01-05,41,7,8,8,wheeled,1-2 BN,False
EQ-00275,2024-06-06,114,4,10,15,engineer,1-2 BN,False
EQ-00276,2024-06-15,59,5,11,14,tracked,DIV CAV,False
EQ-00277,2024-09-20,,3,9,13,tracked,BSB,True
EQ-00278,2024-08-07,171,6,7,12,engineer,1-3 BN,True
EQ-00279,2024-04-12,25,2,6,6,wheeled,BSB,False
EQ-00280,2024-11-04,54,6,9,12,wheeled,2-1 BN,False
EQ-00281,2024-11-29,45,8,8,13,engineer,2-1 BN,False
EQ-00282,2024-06-16,87,0,1,2,engineer,2-1 BN,False
EQ-00283,2024-11-08,171,4,4,5,wheeled,1-2 BN,False
EQ-00284,2024-06-25,28,3,4,9,tracked,1-3 BN,False
EQ-00285,2024-03-05,85,6,9,9,comms,1-3 BN,False
EQ-00286,2024-01-25,104,8,11,15,tracked,BSB,True
EQ-00287,2024-02-04,102,5,6,8,tracked,DIV CAV,False
EQ-00288,2024-05-29,129,5,6,11,engineer,DIV CAV,False
EQ-00289,2024-05-01,44,0,5,5,engineer,1-3 BN,False
EQ-00290,2024-10-27,106,4,8,8,comms,HHC,False
EQ-00291,2024-02-13,113,6,12,14,comms,1-2 BN,False
EQ-00292,2024-03-09,146,5,10,12,comms,DIV CAV,False
EQ-00293,2024-12-07,34,4,8,10,wheeled,1-3 BN,False
EQ-00294,2024-04-07,82,7,10,13,aviation,1-1 BN,False
EQ-00295,2024-05-01,112,5,10,12,engineer,HHC,True
EQ-00296,2024-01-18,179,5,9,11,engineer,HHC,False
EQ-00297,2024-08-15,54,5,11,15,engineer,2-1 BN,False
EQ-00298,2024-01-08,73,1,2,7,wheeled,2-1 BN,False
EQ-00299,2024-07-15,84,3,6,6,wheeled,2-1 BN,False
EQ-00300,2024-09-30,113,2,2,7,wheeled,BSB,False
EQ-00301,2024-04-24,141,1,1,2,tracked,DIV CAV,True
EQ-00302,2024-11-12,123,6,7,10,comms,1-1 BN,False
EQ-00303,2024-04-12,65,8,9,12,comms,2-1 BN,False
EQ-00304,2024-01-01,149,0,2,5,comms,1-3 BN,False
EQ-00305,2024-09-08,50,6,9,12,aviation,1-3 BN,True
EQ-00306,2024-07-19,63,1,4,6,comms,1-1 BN,False
EQ-00307,2024-10-29,109,8,13,17,aviation,1-2 BN,False
EQ-00308,2024-12-04,133,8,11,15,wheeled,BSB,True
EQ-00309,2024-03-23,25,2,6,7,aviation,2-1 BN,False
EQ-00310,2024-03-06,127,8,8,13,aviation,1-3 BN,True
EQ-00311,2024-09-21,24,4,7,7,wheeled,DIV CAV,False
EQ-00312,2024-08-27,,1,5,10,wheeled,1-1 BN,True
EQ-00313,2024-08-18,82,4,7,10,tracked,HHC,False
EQ-00314,2024-04-28,73,3,9,12,aviation,1-2 BN,False
EQ-00315,2024-10-20,71,1,2,2,wheeled,1-3 BN,False
EQ-00316,2024-10-21,135,3,4,4,comms,1-1 BN,False
EQ-00317,2024-06-28,170,8,13,15,aviation,HHC,False
EQ-00318,2024-03-30,27,1,5,10,aviation,BSB,True
EQ-00319,2024-06-29,4,4,5,10,engineer,1-1 BN,False
EQ-00320,2024-04-02,160,0,5,10,aviation,BSB,False
EQ-00321,2024-03-12,115,6,9,12,tracked,1-1 BN,False
EQ-00322,2024-11-19,135,5,11,11,comms,BSB,False
EQ-00323,2024-06-07,145,7,11,12,wheeled,1-3 BN,False
EQ-00324,2024-05-28,,1,5,6,tracked,1-2 BN,False
EQ-00325,2024-12-19,163,7,12,12,engineer,BSB,False
EQ-00326,2024-07-14,2,7,7,9,tracked,DIV CAV,False
EQ-00327,2024-02-10,57,3,9,9,engineer,2-1 BN,False
EQ-00328,2024-09-17,113,7,10,13,comms,DIV CAV,False
EQ-00329,2024-03-10,35,0,6,7,engineer,1-2 BN,True
EQ-00330,2024-09-28,113,4,4,6,comms,BSB,False
EQ-00331,2024-04-05,4,3,6,6,tracked,2-1 BN,False
EQ-00332,2024-09-28,165,2,4,8,comms,1-2 BN,False
EQ-00333,2024-07-12,120,1,2,5,aviation,BSB,False
EQ-00334,2024-07-31,179,5,5,10,comms,1-3 BN,False
EQ-00335,2024-04-27,46,5,8,13,comms,BSB,False
EQ-00336,2024-06-01,83,2,7,10,engineer,DIV CAV,False
EQ-00337,2024-10-20,134,5,5,5,wheeled,1-3 BN,False
EQ-00338,2024-08-09,60,8,14,16,comms,2-1 BN,True
EQ-00339,2024-08-07,127,0,5,7,aviation,2-1 BN,True
EQ-00340,2024-09-29,140,3,7,12,wheeled,1-1 BN,False
EQ-00341,2024-10-25,83,0,1,4,tracked,2-1 BN,False
EQ-00342,2024-01-27,77,5,8,9,tracked,BSB,False
EQ-00343,2024-04-15,63,4,8,10,engineer,BSB,False
EQ-00344,2024-06-13,20,5,11,13,comms,BSB,False
EQ-00345,2024-09-28,138,8,8,13,tracked,1-2 BN,False
EQ-00346,2024-05-17,97,1,6,10,tracked,2-1 BN,False
EQ-00347,2024-03-23,97,7,12,14,engineer,HHC,False
EQ-00348,2024-04-02,7,3,8,12,tracked,1-3 BN,False
EQ-00349,2024-08-28,178,2,5,9,engineer,BSB,True
EQ-00350,2024-04-06,40,2,7,11,wheeled,1-1 BN,False
EQ-00351,2024-12-30,180,3,4,8,tracked,1-1 BN,False
EQ-00352,2024-07-19,176,4,10,15,tracked,DIV CAV,True
EQ-00353,2024-07-03,72,1,7,11,aviation,1-3 BN,False
EQ-00354,2024-10-02,62,1,3,3,engineer,1-2 BN,True
EQ-00355,2024-06-26,52,2,6,7,comms,1-2 BN,False
EQ-00356,2024-06-16,3,4,7,11,aviation,DIV CAV,False
EQ-00357,2024-07-13,110,8,12,17,aviation,1-2 BN,False
EQ-00358,2024-02-17,94,0,4,7,tracked,DIV CAV,False
EQ-00359,2024-07-27,75,3,5,8,engineer,HHC,False
EQ-00360,2024-12-14,138,2,3,3,engineer,BSB,False
EQ-00361,2024-07-04,134,4,7,10,engineer,HHC,False
EQ-00362,2024-04-19,102,3,4,4,comms,1-3 BN,False
EQ-00363,2024-07-17,41,6,7,11,wheeled,1-2 BN,False
EQ-00364,2024-04-16,13,8,14,16,comms,HHC,False
